Critic Loss,Generator Loss
-0.46748706695421494,0.5460611602400641
-0.5630698933259102,0.7333172258581258
-0.5707342168312801,0.8697740321305812
-0.573468870813575,0.763648291761905
-0.5766236234230999,0.7761415996833209
-0.5793296006155814,0.7319396324515953
-0.5807459510195301,0.7224410771699044
-0.58181259131662,0.6685970828121671
-0.5822558617501402,0.561050042518597
-0.5828407583017741,0.4679283960675481
-0.5845656752987246,0.3452123829023851
-0.5849008951666754,0.17425259140071594
-0.5856348950286867,0.06948318688563163
-0.5860864692993624,0.06790558396768986
-0.5857698388020776,0.0856737284089361
-0.5861744034719645,0.13111195600312425
-0.5858860701753954,0.13961535352481363
-0.5863617817521163,0.11943751050058045
-0.5864121466944331,0.011225824660855527
-0.587225803044571,-0.07353464227014385
-0.586965417464593,-0.009417382480995634
-0.5867338284283846,-0.050530209578635236
-0.5869936203578019,-0.12940691114303363
-0.587556238591461,-0.09732895457433176
-0.58799923861778,-0.16987918476375483
-0.5879482765416532,-0.23278395872630742
-0.5888554700136318,-0.25770325441275027
-0.588342735015467,-0.37941937753608507
-0.5897341711510783,-0.360291362789215
-0.58932170516371,-0.4105700003424105
-0.5903199140421516,-0.44387446700158784
-0.5902315019103187,-0.3955403832595199
-0.5904909867568872,-0.4227667930273537
-0.5904403025731954,-0.43618770467064766
-0.590130118358907,-0.4198505161463324
-0.5899635071501629,-0.3306650939290621
-0.5901727658594839,-0.3478980873323958
-0.5902658222219904,-0.3441491051047836
-0.5899512143097514,-0.34766454699401583
-0.5902379993811974,-0.3292873394630304
-0.5902148833788314,-0.31788856337590676
-0.5903144770622147,-0.3288082444599071
-0.5895889431857524,-0.4417668776835282
-0.5896645097491341,-0.5281211685323632
-0.589543768677108,-0.5499448657108241
-0.5899923894262825,-0.6142044917124191
-0.5900113345287346,-0.6247428724674008
-0.589510894937519,-0.6563040335245245
-0.5911844995430798,-0.6450437971223886
-0.5910374936066551,-0.6088587563986707
-0.5917632979995285,-0.6305043969951699
-0.5911885394434832,-0.6452237821582301
-0.5915015819195251,-0.5815604102883587
-0.590037140514296,-0.5287985227638156
-0.59068497539925,-0.5850094763310355
-0.590607268972678,-0.5500569715484663
-0.5910327758039231,-0.5374388113650592
-0.5909567476236018,-0.468485619509494
-0.5914313139887468,-0.5997036832263557
-0.5909322446780545,-0.6024150634316856
-0.5913696473024953,-0.6602463719515543
-0.5910328730562826,-0.7712543361583758
-0.5911516040501448,-0.6612407201696506
-0.591317394241266,-0.5737552519784508
-0.591329813120731,-0.6380500909454062
-0.5915430527801405,-0.5544641627536228
-0.5920783265266534,-0.5005766708213669
-0.5922189630176378,-0.5138512085129979
-0.5915836662973332,-0.48335544021742594
-0.590798149437661,-0.5096076886964995
-0.5915066460167497,-0.4815629777147991
-0.5917387666449222,-0.40005731614737183
-0.5922305699927913,-0.4246874606716082
-0.5921638766006034,-0.43349668824908666
-0.5925419249054091,-0.41269944745749604
-0.5922398502263291,-0.37775442224880357
-0.5918166425452723,-0.3252877625905613
-0.5925619141330027,-0.386417228892291
-0.591855006937394,-0.5270064762511874
-0.5915359832694258,-0.5556800142058843
-0.5915427554336377,-0.5577554498256406
-0.5918630216305165,-0.5450789462685458
-0.5917786895900006,-0.4890426896064648
-0.591401910265015,-0.48772444343722937
-0.5919458072456389,-0.44529706871504426
-0.5913681862459795,-0.523792800927364
-0.591396654171692,-0.5023229447678875
-0.5913598960230483,-0.4891951308002896
-0.5916689432320997,-0.5103844027344445
-0.5918046681864563,-0.4717581402372805
-0.5915337677958113,-0.5153711041352762
-0.5908417977624895,-0.4775476510670757
-0.5919606626790066,-0.376257356121902
-0.5914733437285247,-0.3496975523821504
-0.5917404689033753,-0.46652470164308385
-0.5911872267726074,-0.5254330903968102
-0.5916425019979751,-0.5410012592705928
-0.5917588388584406,-0.4865728386893742
-0.5918299953874192,-0.5160163097368952
-0.5915938295101975,-0.5026894586669406
-0.5915938159300773,-0.5047245537401321
-0.5913815827009488,-0.4293400753205926
-0.5911894120096232,-0.3392673791204508
-0.5919527877952604,-0.3134065443348712
-0.590819786533566,-0.3584833569218584
-0.5914782027265973,-0.36120015589696386
-0.5910332603061857,-0.3299004931808939
-0.591629497891471,-0.3210309725847562
