Critic Loss,Generator Loss
-2.962399675740822,-0.6248176551813309
-1.388382990255015,-2.3494546643352754
-1.2242144416145886,-2.1292463845294116
-1.167586243043247,-1.6495735775997071
-1.1354504480176104,-1.4106503006364202
-1.1417898990758535,-1.1707632685041087
-1.136184746085051,-1.0686769105955405
-1.1338012953137162,-1.0001165845361553
-1.134486908044835,-0.9257993584674928
-1.134144087933434,-0.8850670292772413
-1.1320150207634039,-0.8240061709615358
-1.1339085875040822,-0.7089027365952361
-1.140669047056906,-0.5703276770802078
-1.1281297082175468,-0.4660641810249564
-1.1388521039656536,-0.5534041734630757
-1.1396275532870104,-0.32321140307611346
-1.1401874483597434,-0.16889077158667007
-1.140583106403624,-0.07715845527014219
-1.142846837695197,-0.07729078236510657
-1.1427254132777034,0.03313310249670316
-1.1430563704868166,0.0746087578246014
-1.142286185797147,0.13051120603862829
-1.1436187380129397,0.24057635668494895
-1.145692989267764,0.24356320351311417
-1.1446876225709133,0.27844088106353104
-1.1446638942010567,0.29047924727972224
-1.1466429745276452,0.3333314976294028
-1.1484041317056521,0.3990605629212316
-1.1480966177947995,0.4541649295046473
-1.1486365255237858,0.5077271408371787
-1.1489387872312498,0.5602080421983524
-1.148155415190187,0.5675089641227091
-1.1485322974847154,0.5868406218175657
-1.1494196989535512,0.6107154320772552
-1.149415038407217,0.6117258017039772
-1.149169189641769,0.5963393002754602
-1.1486275894410711,0.5759857442008807
-1.1499738008970524,0.5204853590199604
-1.1515459732542181,0.36584573229804845
-1.1584880388440566,0.06057545321267604
-1.1843175639057821,-0.4880799283753714
-1.209348368827103,-0.8259792695237657
-1.2283186223842242,-0.9501561556868772
-1.2455703858615206,-1.008867377579038
-1.2563214886542746,-1.0488269097289233
-1.264215983702442,-1.0394305385972942
-1.2701252802016445,-1.1160446859776785
-1.274500681210606,-1.2322495741506998
-1.2712265569912877,-1.4423091756597624
-1.2771348574405783,-1.4999041689180734
-1.2795025121992134,-1.6062579354224729
-1.280187136931125,-1.7187508699492446
-1.2806996550448724,-1.8189878825119454
-1.281152494164517,-1.8975747256235482
-1.2804285852303607,-1.9508092586446344
-1.2816031659467066,-2.0098048209257913
-1.2815821588208751,-2.07240088108343
-1.2823534633037885,-2.1415524359032867
-1.2824880043120108,-2.1882428055876204
-1.2819269815718954,-2.2314956220360918
-1.2823607673155046,-2.274383218871708
-1.2713336598749945,-2.5200250439753664
-1.2815865288414474,-2.576945754850191
-1.2737682434957744,-2.58344349480659
-1.2687196456144216,-2.906901788234078
-1.2625471566771966,-2.781338015032805
-1.2735688688768898,-2.7137942957078494
-1.2722281911790045,-2.6878967772565487
-1.2713672402133898,-2.824925966384344
-1.2782278608902184,-2.7870887831156286
-1.278898613779844,-2.831103269439271
-1.279756407891371,-2.965624552737652
-1.2803612767074326,-3.076103739416117
-1.281002338614457,-3.1714974979110715
-1.281255361507031,-3.2012080632581026
-1.2824350596662415,-3.230695242523598
-1.2834588128411053,-3.272377785314743
-1.2836460999307655,-3.322779854689533
-1.2836526223405786,-3.352282772764285
-1.2771256567216671,-3.4008517216303327
-1.2803571750502785,-3.4986435159740474
-1.2820515640186607,-3.4709740118486554
-1.275041322479658,-3.5922138442246156
-1.2822140776224882,-3.656850689732737
-1.2837039531850574,-3.733762010462704
-1.284575708899899,-3.807459329224
-1.2801010903535925,-3.914627005746723
-1.285495324691202,-3.9627768716270255
-1.2859048519357739,-4.017148538523908
-1.2867274986110946,-4.074413298950091
-1.287074090029132,-4.1221561331298835
-1.287710252910674,-4.174453681888862
-1.2879679005822213,-4.213813757086548
-1.2888726303097704,-4.251613852371415
-1.2891927493341981,-4.284863227368165
-1.2893380616948575,-4.3064493649822255
-1.2891964986988007,-4.317355246689962
-1.2905155073704422,-4.3267327928265455
-1.2909715061338436,-4.343427043391983
-1.291676136075011,-4.361937130887336
-1.2920174484281466,-4.379047121577358
-1.2909540742301227,-4.38834594236391
-1.290820283916614,-4.370551547764988
-1.2923881177415655,-4.381282195444201
-1.292541962978933,-4.397986920878302
-1.2928188841342159,-4.438311442276887
-1.2933812488494871,-4.475416605781669
-1.2942368786114784,-4.477661588759229
-1.2934960468725236,-4.482652345272393
-1.2941062271144401,-4.502858683258771
-1.2946555513689473,-4.523109468064088
-1.294142007142702,-4.520973158096041
-1.2955239835897845,-4.531292669986261
-1.294569784687294,-4.542747790839726
-1.2955009116114242,-4.560542796910227
-1.2956890057624766,-4.57906652469819
-1.295685536020551,-4.586905672442323
-1.2955492745606527,-4.598923965178386
-1.2957408704292908,-4.604957706698481
-1.2957264871338372,-4.603919835957023
-1.2960357596998453,-4.6108582183400175
-1.2961776200884114,-4.615842453344235
-1.2895905438617175,-4.659722880617498
-1.294978587815945,-4.711359953471247
-1.2950690097242141,-4.734839987033667
-1.2963071959723058,-4.779695693382068
-1.295662762838567,-4.779154399847278
-1.2967694456438288,-4.770238315720767
-1.2962725965255655,-4.763271680651385
-1.296942880527404,-4.75241522610788
-1.2968964026657759,-4.757579506522704
-1.296997564116766,-4.778584898051708
-1.2966892047141787,-4.795086822876073
-1.2953892819742414,-4.816473432047941
-1.2955263140364617,-4.822559129949519
-1.2947474220354742,-4.858542258155696
-1.2951061401652755,-4.885857611593201
-1.294499353785516,-4.910986224660452
-1.2959278105855574,-4.935019081928043
-1.2950426381616518,-4.96578558104386
-1.2953699727285473,-4.982748618047574
-1.294932558933984,-4.9841846331493205
-1.2938979056358129,-4.982604511427378
-1.2938961509721814,-4.990470495158785
-1.2929189294111134,-5.013904703478589
-1.2919130586325316,-5.055176064414293
-1.2906088765017807,-5.091063132000319
-1.2903642416468508,-5.13583267553076
-1.2897883020315546,-5.180819204608259
-1.2895637009306558,-5.240918038693805
-1.2893987420910813,-5.297975535082393
-1.2899715261023632,-5.333774830788547
-1.2898446535887353,-5.367174715901358
-1.2901449083244372,-5.387955858980764
-1.2906324298986904,-5.413957485237002
-1.2907064243379223,-5.4261545563604106
-1.291112044991131,-5.45312532247431
-1.2915878364407902,-5.475448800482024
-1.2920619858675282,-5.495762189413255
-1.2929454443477972,-5.511708311282167
-1.292756059889271,-5.516192971165314
-1.2933922544752845,-5.5307471545109745
-1.293255011420904,-5.54405611963808
-1.2930886220605042,-5.547002444632327
-1.2941046693821328,-5.563758467457041
-1.2930485367547706,-5.5635605769266725
-1.2934581335711361,-5.588063489308946
-1.2757192678424019,-5.616970649016237
-1.277488510486004,-5.800849162763526
-1.283092908660027,-5.758513391282661
-1.2878612509242546,-5.754020384150504
-1.2888803318759772,-5.745007329989314
-1.290262243013229,-5.728824378651889
-1.2913564619908613,-5.71622096194561
-1.2911638458993535,-5.7081732321937
-1.2915455174546433,-5.699218750520214
-1.2915279619545392,-5.685374380008635
-1.2917615219359095,-5.685133256598343
-1.2928884575398352,-5.681077429861476
-1.293266117660067,-5.678624862557918
-1.2931264118101218,-5.672980845852287
-1.2943732172536013,-5.691953069140763
-1.2933337148856774,-5.705658177303335
-1.2937332098963288,-5.719032620965934
-1.2946585678293425,-5.732360957573684
-1.294739814543853,-5.758734687402024
-1.294200445021406,-5.7820870995368505
-1.2957165387861689,-5.793034960576943
-1.2947529194605771,-5.807487530829115
-1.2953554819635014,-5.820678419579524
-1.2950977468550475,-5.8268283474381315
-1.2952058216355973,-5.837521937894291
-1.2953184826333382,-5.836007808191923
-1.2943490777950883,-5.831409155408618
-1.2938208458161065,-5.853275591261847
-1.2922878380412757,-5.872591091604764
-1.2893776436177704,-5.927220946961356
-1.2907772043924792,-5.932615171530134
-1.291849448303767,-5.961879920193301
-1.2917371573223901,-6.004225517154631
-1.2918872572361026,-6.037200881127146
-1.2836052550329369,-6.05784735661751
-1.290438652304929,-6.044439365487597
-1.2910615696466843,-6.065788569964722
-1.2929309386190417,-6.103251184102245
-1.292323232905824,-6.161016659999611
-1.2922612700595433,-6.260085901203387
-1.2921351979302953,-6.350372003163155
-1.2917150025402488,-6.423471247422626
-1.2901262533452333,-6.494828289859879
-1.288210616734273,-6.494408859645539
-1.2870605294518687,-6.448609371377492
-1.2884844646188607,-6.398590254440644
-1.29000841589815,-6.407658025033024
-1.2919047871808604,-6.44079683728841
-1.2926672392396414,-6.48101327271683
-1.2932771799167977,-6.544638475166121
-1.2927068714306285,-6.599625130299366
-1.2946981572996237,-6.654758340987949
-1.2947958735109741,-6.717754554100064
-1.2944967003043613,-6.773410262825269
-1.2956364892748964,-6.824628284997143
-1.2957697555910097,-6.885093128200661
-1.2957729261114872,-6.941795687366156
-1.2949822548466112,-6.999644279607176
-1.2941902164854306,-7.046268376950116
-1.2954107240517072,-7.067050779174079
-1.2961556096070772,-7.098206648537672
-1.296714708179047,-7.11994197921501
