Discriminator Loss,Generator Loss
-0.7250009861339219,0.27668922194670525
-1.0922068538011396,0.19824818066124766
-1.125314174228649,0.07468124968293001
-1.1273718126197132,0.07916499500221891
-1.1270388266744078,0.13173069468776943
-1.1299454006462193,0.14479607237776124
-1.134216344223591,0.14649095315210378
-1.1406501448801136,0.1458378849348647
-1.1432396376818625,0.12558529482886277
-1.1467012446954918,0.10054436822237632
-1.1497145088556375,0.07965903250464679
-1.1525922085677622,0.031212514583379262
-1.1552294484151655,-0.03702004198592238
-1.1578328959815292,-0.03157459840591707
-1.1575483341260364,0.024587247107272565
-1.1588203297599413,-0.024685302331622652
-1.1609645684380587,-0.06693480479781698
-1.1606872643598591,-0.1693083748999627
-1.1657454420249391,-0.34557554123192513
-1.1673710941690838,-0.409772225673174
-1.1690473035811773,-0.3578740961000439
-1.16978216080082,-0.31014589219326255
-1.1710092424841294,-0.29410302830448615
-1.1713701227608375,-0.28737312809701926
-1.1720046814268228,-0.2797108050909718
-1.1724580889253438,-0.32599856851277625
-1.1725580435587128,-0.3627067676807363
-1.1727443414806562,-0.3865600700804875
-1.173184177246535,-0.4209777647388113
-1.1731359564720074,-0.4375143020138629
-1.1730686147390983,-0.46185335834900726
-1.1733371611480816,-0.472879444483058
-1.1739047206040327,-0.4704656721832777
-1.1742126424545996,-0.46889059370313585
-1.174361524783923,-0.48408244546095264
-1.1753498595468561,-0.49260044167111566
-1.1808799649151192,-0.5020878750270318
-1.1943717868889938,-0.5581618781269683
-1.189241736467122,-0.5458654710147105
-1.1801451700653327,-0.5095460775558943
-1.1797652795884317,-0.5714153454090068
-1.1798111356785506,-0.7033365789914049
-1.1797486301386524,-0.862564057872257
-1.1802968907333709,-0.8947829576868287
-1.1803516691190934,-0.8743581722489145
-1.1805623583965121,-0.8931242055057216
-1.1804136430077696,-0.9049868700655905
-1.1810299487635314,-0.9150017848370089
-1.1803895919238334,-0.9088487797284776
-1.1807612767870412,-0.8983264445695316
-1.1817012702819985,-0.9027712640324558
-1.1828934695482838,-0.8733972566600127
-1.1840451754975072,-0.7527039974836378
-1.1841298323151783,-0.7097963023745801
-1.184671531882425,-0.7114018105459017
-1.1842227655125916,-0.6796648613375913
-1.1853030406026441,-0.6703011405651825
-1.1856027248769576,-0.6577352341778073
-1.1877460618250768,-0.7035027488275652
-1.1942719362278802,-0.7695427165517549
-1.1940104884582188,-0.7454546755976551
-1.1882146672518985,-0.6666666468883216
-1.1873526486101693,-0.6587667148792272
-1.1874279454947168,-0.6431238458312755
-1.187016421299908,-0.6422508762405648
-1.1875381909316636,-0.6340321636689495
-1.1874960136082877,-0.6409067344934426
-1.1875047364394977,-0.655438638776728
-1.188212322508019,-0.6739615256049946
-1.1883376234999354,-0.6623444109079972
-1.187477989688985,-0.6706303904267756
-1.1879985029748472,-0.6808239682208921
-1.1885165983432389,-0.6713263860759313
-1.188032436221857,-0.6644288300447576
-1.187923739135282,-0.6721242052900622
-1.1883220473982505,-0.6748233327616903
-1.1882530669755438,-0.6847851985791623
-1.1879610002349468,-0.673293464410321
-1.187659535046313,-0.686226770421755
-1.1885368336954163,-0.6984421321270446
-1.1885127460784908,-0.7124960502230576
-1.1883325834757086,-0.6833591838986258
